designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 64426575320796032,64426575320796032,55.65409796794648,22.20823421523376,25.3421228423985,60.00902786761037,-81.57865771755861,1.2862297,14.994504,3.955491,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.175203894687396
Gaia DR3 70387371454630016,70387371454630016,57.507740476843914,26.21384201355142,11.780168889791122,159.13243254234192,-103.54573423182741,1.0967839,13.564699,2.2555103,0.8644115,VARIABLE,0,true,true,false,true,false,true,true,3556.4216,4.4007,-0.7636,85.2244,0.4522,0.3064,0.1826,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.17617353585811
Gaia DR3 63985396280462848,63985396280462848,56.51934639921913,21.997841857836757,12.616564641539012,-125.60422980713386,-140.98478861094904,0.948244,9.319185,0.7798147,38.451447,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5741.7866,4.4185,-0.7829,78.8882,7.0E-4,6.0E-4,3.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.1837661048423342
Gaia DR3 63985396280619008,63985396280619008,56.52046605424045,21.99765621569067,12.449088985809372,-127.0155764142726,-141.03173272029184,0.86917585,16.292212,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.183891347892541
Gaia DR3 70197087221967872,70197087221967872,55.636610368883474,26.16396150868917,11.026664619850255,-41.03038761083444,-11.477857009227204,1.1021725,11.22477,1.21,8.372552,VARIABLE,0,true,true,false,true,false,true,true,4758.11,4.6019,0.0429,90.3595,0.0754,0.059,0.031,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.1908208825120403
Gaia DR3 65398303082852608,65398303082852608,58.50218068758725,22.770469086470445,18.744772885791445,-11.05978939710138,55.00608638181172,1.1091595,14.368693,2.4775524,10.450211,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.200116630999421
Gaia DR3 63929802223755904,63929802223755904,56.91905997232725,21.98926949277352,13.804156398428695,40.20270457887041,56.618149754973345,1.1071657,15.830788,2.6568804,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.201679828512043
Gaia DR3 65398303082852864,65398303082852864,58.50355565101326,22.76889247853121,18.733079989950227,-10.784338772357073,57.19994209189524,8.22383,15.363705,3.0844622,18.398178,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.202102185419684
Gaia DR3 68662306428241664,68662306428241664,54.66958902703214,25.451370495107433,12.757140146624497,35.586953047527146,-9.05953798223015,1.020951,9.2010975,0.8586731,-0.13107763,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5675.224,4.3869,0.0863,78.1982,0.0809,0.0674,0.0359,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.2091491528867024
Gaia DR3 65844395565917824,65844395565917824,59.126891677340716,24.288305029100638,12.774882935818137,29.515448843210496,-47.239340293169526,1.8286937,14.4669,3.2784357,-9.652243,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.25362946951368
Gaia DR3 70200626275025536,70200626275025536,55.51163765523917,26.18439766045341,13.23575309004736,-189.03670939073925,-53.44145173417892,2.3332367,12.917384,2.1386166,-23.472984,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.2589947543400237
Gaia DR3 63975088358948864,63975088358948864,56.737833078770564,21.916652622280765,10.778616540855252,-10.574024678645912,-71.3018983309087,1.1317221,14.89008,2.4982328,-15.558944,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3514.877,4.8035,-0.313,93.9609,0.7493,0.4953,0.3053,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.262384937902064
Gaia DR3 70268864714932864,70268864714932864,56.50950342323416,26.44042477576182,11.0931100793931,8.027566140764858,-105.12030480898909,1.0922148,15.589152,2.6793842,-34.42359,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3425.1296,4.9216,-0.3142,92.9358,0.896,0.5808,0.3665,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.2665682278754162
Gaia DR3 70298895126196864,70298895126196864,55.89881697746706,26.358398606972244,26.721257306268992,173.14514254150203,-58.69570376366299,1.2746758,13.834782,2.9820366,28.362305,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.286162106083713
Gaia DR3 68615852062014336,68615852062014336,54.377501692768504,25.145673170137517,10.090695773625436,20.958101342283044,-31.798925619069202,1.0336137,17.230558,3.0938797,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3201.317,5.0481,-0.3204,105.7412,0.9318,0.5749,0.3893,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.287621749301782
Gaia DR3 65731420746465664,65731420746465664,59.0592776148932,23.533413455646688,11.471580984493842,71.49899450802644,-97.50761426751838,1.056894,13.170365,1.9215622,56.225914,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4001.0264,4.7144,-0.1713,86.975,0.537,0.3811,0.2101,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.288314478788435
Gaia DR3 70441316243667200,70441316243667200,57.392302425391705,26.374554328458327,11.79615009886553,-42.52049602128019,-89.63041564540373,1.0301309,16.24257,2.9962187,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.2947262974893166
Gaia DR3 63970617296185216,63970617296185216,56.54278371643094,21.882038264613914,13.64214503050384,44.06003980760724,-47.62526511365946,1.1098887,18.67094,3.5298157,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.298284276985908
Gaia DR3 63890146789977216,63890146789977216,58.420979284541154,22.53653344477618,12.878037070598772,35.480271546662664,-17.961711322111576,1.168493,18.696762,3.711357,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3047606450174
Gaia DR3 67372785448912896,67372785448912896,58.0617105245164,26.10115707700413,11.377333584176565,74.06767740806242,-120.48063609597692,2.0402403,14.570774,2.8015738,31.987577,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.304913413425524
Gaia DR3 70084799597055872,70084799597055872,56.84025763685892,26.47703071177281,18.113913991497725,-199.97612037547583,-59.11981849949205,1.0803915,13.358606,2.2307072,12.483688,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.305038561396767
Gaia DR3 68640243180206208,68640243180206208,54.57412863890139,25.504996603853538,24.11584570799791,67.79706312298217,100.94534845152197,1.2295022,13.044781,2.3870754,11.174553,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.31052739711575
Gaia DR3 68640281834136832,68640281834136832,54.58115467541029,25.521600291166717,23.956430450871117,67.76390346626603,102.34802321874352,3.3093438,14.582948,2.9817848,15.280607,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.314805335502408
Gaia DR3 68640281835946240,68640281835946240,54.58082722352369,25.52124806308272,24.252540640756475,68.30316556665849,104.31631276169693,0.8960878,14.894651,,11.480768,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.314845057752579
Gaia DR3 67730264164802304,67730264164802304,54.455290144276624,23.040325480275857,15.703717163325214,-24.299591134732978,-21.54562837274639,1.0120124,16.588411,3.3573656,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.317103936361812
Gaia DR3 67807470496792576,67807470496792576,54.20340531060998,23.540852248437968,10.231395746608714,-25.262474890428177,-15.776114713975963,1.1599557,13.513773,2.171605,14.934188,VARIABLE,0,true,true,false,true,false,true,true,3750.009,4.603,-0.004,97.5198,0.5501,0.3777,0.2203,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.333789652283242
Gaia DR3 67077326057743360,67077326057743360,58.886656500637535,25.348293835106787,11.359858357331083,-27.503956881360857,-15.110171251475556,1.0618124,16.893211,3.1732283,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3374118722194726
Gaia DR3 68426010211244928,68426010211244928,54.10241494026532,24.364695726114995,14.588693415266413,34.34167626385627,-27.576595996639917,5.1238403,16.10955,3.009286,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.337529774155692
Gaia DR3 67831758535526016,67831758535526016,54.12030678092923,23.796827861959233,14.392395901759967,55.74749665788357,-104.26996616580726,1.1549863,8.492252,0.77875423,-37.674282,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5797.3228,4.3237,-0.1129,69.3662,9.0E-4,7.0E-4,4.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3499746392804863
Gaia DR3 64420871604166272,64420871604166272,55.180346290621685,22.25188614818644,26.756440289564114,-144.52113207249158,-16.107427718077247,0.99670345,16.940031,4.056264,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3567659226702142
Gaia DR3 68432920814576384,68432920814576384,54.098825610108186,24.549978257223604,10.03466778519171,49.212765678371476,-211.8175416561179,0.91127294,17.33106,2.5807533,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3201.2043,5.1641,-0.7337,98.9289,0.3164,0.204,0.1239,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.36112147817318
Gaia DR3 70182896649961088,70182896649961088,55.07188696279228,26.058743847147177,10.95388426058238,-37.529929793958964,-15.552732267247972,1.1358565,15.67065,2.88558,-21.74422,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3326.525,4.8498,-0.1266,93.7609,0.9305,0.5883,0.3883,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.366633229306159
Gaia DR3 68677351697821312,68677351697821312,54.7698877298173,25.8257422913478,11.728431972749373,6.808424171444998,-46.69889273846647,1.0604907,18.637804,0.7115841,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.375842092135844
Gaia DR3 64609506567812864,64609506567812864,55.105576875338485,22.277830975163454,17.499794174399856,78.20122336610429,-29.556272192008276,1.0275459,16.752235,3.6241684,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.376146157815833
Gaia DR3 64609506566796800,64609506566796800,55.10448514481545,22.276917957194,17.447530114908176,77.06634161821356,-29.97507668776835,1.0654303,18.954016,3.8336315,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3774815112923378
Gaia DR3 63879740086051072,63879740086051072,58.2695756021381,22.30451713182254,18.178003753870417,314.42583198526756,-60.46874984810309,1.0936748,14.337454,2.5826063,74.95145,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3876101609967453
Gaia DR3 67707724175902720,67707724175902720,54.366679479017215,23.038633623454675,10.775512650553322,23.106275546325325,-49.806655934028825,1.129477,20.39839,2.7652607,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.388986764427823
Gaia DR3 63852355374625280,63852355374625280,57.967809937044414,22.11137254098891,11.553894917787918,46.07497034536,-57.40064999058713,1.0845938,13.095389,2.0300465,17.421537,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.3915931947234843
Gaia DR3 67074268041022464,67074268041022464,58.98293218115941,25.331005750813972,10.049894973584784,-44.88179300700311,-29.150505578586785,1.1431075,13.796856,2.284565,-40.493557,VARIABLE,0,true,true,false,true,false,true,true,3674.1404,4.6165,0.0153,99.3374,0.5848,0.3958,0.2372,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.4052711194161587
Gaia DR3 64414858649956480,64414858649956480,55.23638560380547,22.14069327577184,10.551034160559919,59.478997825333785,8.638333194503936,1.0775365,13.086413,1.8728256,13.752257,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3635.4573,4.0652,-1.5001,93.5522,0.0543,0.0383,0.0211,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.420570755459733
Gaia DR3 63751230367677824,63751230367677824,57.52728240828994,21.885771521285903,14.681331363541549,8.669818957982464,-0.5929051853130953,1.7946265,20.071863,2.3350105,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.427525442163963
Gaia DR3 63867748537360000,63867748537360000,58.313958900250675,22.282743053954547,11.838556565988153,114.2967431938746,25.92278612658437,1.00348,16.726292,3.1414013,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.4301229710978216
Gaia DR3 63846445499673472,63846445499673472,57.749692161604,21.958190996944122,15.603184871191583,94.56585496951362,-126.84848384050389,1.0473474,17.744108,0.3752365,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.436134534234985
Gaia DR3 69427837102594432,69427837102594432,54.651870121354534,25.806912548357975,13.65739846006033,-29.094149487113576,-19.51226689728934,1.0448627,18.451689,0.9247761,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.441507037684209
Gaia DR3 69421965883495680,69421965883495680,54.63895503902636,25.801313713624555,13.911941023874434,-30.241784627652258,-18.7913454571782,1.122491,14.270292,2.252059,49.284245,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.446550655790676
Gaia DR3 63865235979453056,63865235979453056,58.223402614598285,22.18082492988191,10.722797074263973,11.618993438391913,-66.95912412417621,0.9490703,18.413746,3.6332378,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.4611983881420376
Gaia DR3 65389300831383040,65389300831383040,58.86312229178461,22.76447777632679,16.67572388003914,-64.32043764324392,-36.47697987041202,1.1200618,13.996708,2.341466,-46.80505,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.4671548710599036
Gaia DR3 69431582313855360,69431582313855360,54.78664520614652,25.978423510887907,13.910652395738481,-86.00681502622653,-94.32112805661919,1.3744566,12.658541,2.1489983,-76.665955,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3691.5095,4.524,-0.2176,72.8147,0.3694,0.2536,0.1494,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.4730032210611483
Gaia DR3 67381684619341568,67381684619341568,58.39116649481268,26.1153831289471,11.178559944547208,75.23553748331082,-106.21813942060177,1.0602578,20.752901,1.8531876,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.4927542897564186
Gaia DR3 64689736556724352,64689736556724352,54.45155084756784,22.698303110533427,10.46881256979746,15.675889858135077,39.307252882828635,1.0318328,17.75077,3.6110077,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,2971.4805,5.0078,0.1042,104.2283,0.8889,0.5137,0.392,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5076706762228516
Gaia DR3 70408880650765440,70408880650765440,57.968429765279396,26.40839499417582,17.072534805413675,115.90014779266333,5.98261268164201,1.2447207,9.925114,1.0842142,87.62757,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4920.7725,4.5419,-0.4279,58.4624,4.0E-4,3.0E-4,2.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.525437544318513
Gaia DR3 64672350529217792,64672350529217792,54.57291680734774,22.50701287263684,11.587623586752983,-32.95709497418634,-22.410656548621322,0.97371435,17.128832,0.026432037,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5412166573144783
Gaia DR3 67697656772128128,67697656772128128,54.306903004294945,22.830158001120406,14.353729803154458,-58.047221511418,-40.05932715972732,1.7020936,19.075626,4.162874,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.54283636685497
Gaia DR3 63597921510524288,63597921510524288,56.077576122312024,21.687737099516436,10.77975931909952,73.95853922600278,-30.690483311988423,1.0437003,14.787582,2.6110525,15.500737,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3514.6646,4.7916,0.0151,93.8708,0.8465,0.5539,0.3483,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5469184428696146
Gaia DR3 63597921510524416,63597921510524416,56.077920790550635,21.687120694725138,10.815697804862726,74.57551009802917,-28.674724152068762,0.97873306,15.574109,2.8411674,-185.7561,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5474547336840745
Gaia DR3 65436511111950592,65436511111950592,59.18532535173506,23.10933297506776,13.847394085807961,-133.61416170087102,-26.9924316289303,1.120512,13.842327,2.1395884,-36.078514,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3667.5486,4.8593,-0.3851,72.6492,0.4012,0.2753,0.161,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5494290693039905
Gaia DR3 66245408072670336,66245408072670336,59.39154606066938,24.752749679408574,14.547385215824708,34.340131931536085,-46.515903647614564,1.3410282,11.856922,1.9798031,11.84578,VARIABLE,0,true,true,false,true,false,true,true,3875.382,4.4207,-0.1999,69.4221,0.4706,0.3308,0.1861,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5532246942918104
Gaia DR3 67116938539377152,67116938539377152,59.01711778705553,25.584400693323758,10.208311851016692,34.86498111779514,-59.59752532198659,1.0068837,18.766914,0.4858322,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5605577948506633
Gaia DR3 65544946149308800,65544946149308800,59.3621352626597,23.478921032773535,11.076503463021899,41.63886002379479,-39.966046342779975,1.1329448,12.246839,1.697175,28.309658,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5700459645079166
Gaia DR3 63831361575038336,63831361575038336,58.00056299301172,21.90662044802484,10.965896689345064,-17.23962588768028,-64.06054444860115,1.2567291,10.923916,1.2076244,-2.1568196,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4822.5303,4.5464,0.2309,91.3163,0.0355,0.0276,0.0144,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5852583893568744
Gaia DR3 68421891338661376,68421891338661376,53.813686262999624,24.303555651805166,11.841073113624553,-8.38633173271908,-12.861663046225297,0.8908761,9.676782,0.9495392,-9.518237,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5358.2324,4.459,0.4077,84.1721,0.0025,0.002,0.0011,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.596914590620733
Gaia DR3 69385540264474368,69385540264474368,54.13430947276311,25.400799495528545,13.83545143059061,-17.22719186509263,-25.272769608796317,1.0925833,18.010138,4.182722,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.5973527742967595
Gaia DR3 68046167599629568,68046167599629568,53.81018711033833,24.23665620347381,10.877657691956477,142.5554821831793,-173.02605473182155,1.7842677,14.148815,2.1743498,54.64132,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.598409572327816
Gaia DR3 70320266883420416,70320266883420416,55.82708178510409,26.673293933766235,10.505085648284613,49.273875230190555,-51.968146284943735,1.1229988,15.058231,2.7866344,16.578707,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3436.0718,4.7802,0.0995,96.3643,0.9048,0.5792,0.381,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.605914214085345
Gaia DR3 69433682554158976,69433682554158976,54.56539102633074,25.971038587119466,15.046689799028693,-17.5184465942965,-130.7816468744734,1.0198537,15.982139,2.9530134,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6093942111722948
Gaia DR3 70978148497758848,70978148497758848,55.44537728647619,26.555330997796986,11.926851037423475,-14.522711200726897,-38.467978726856046,1.0236237,17.87173,3.6615467,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6179200672658243
Gaia DR3 70410942235044864,70410942235044864,58.00805038174847,26.50307074523679,17.50436692240174,34.21714687729466,-106.7804998002355,1.0169545,18.027983,0.6939106,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6256587224255443
Gaia DR3 65325632236396032,65325632236396032,58.71585883105276,22.348692652244555,10.256062653319375,47.833101573911684,-11.185097537986376,1.0653876,15.170252,2.5727234,23.394415,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3484.5537,4.8589,-0.1749,98.3509,0.7774,0.5094,0.3187,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.630213642539478
Gaia DR3 65788762852348032,65788762852348032,59.54985098723742,24.110607452711974,10.57991198040345,-2.57940135152094,-31.301083028869197,1.1658564,20.322025,2.6166573,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6392878190768796
Gaia DR3 69388121541190272,69388121541190272,54.07322684569163,25.40437764846979,15.458946774240768,-13.479575691763394,-0.9630241139007616,1.7236385,15.608448,3.187398,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.648025620173272
Gaia DR3 63815556094918784,63815556094918784,58.54313982246192,22.170244876967576,10.431127943980078,11.968570006983274,-67.06227193820878,1.1036508,15.869808,2.8308125,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3356.1362,4.9184,-0.122,98.9169,0.9589,0.6098,0.3974,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6517991127539347
Gaia DR3 68094576174302464,68094576174302464,53.73080709679192,24.339458662775023,10.574248620067863,101.93815992210764,-29.72073929780889,9.774705,11.847266,1.4079485,-147.95653,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.673948588139849
Gaia DR3 70412316624566272,70412316624566272,58.024015268077314,26.560824489695722,31.895794365814698,-61.55971051016584,-92.07251184855257,2.0988698,13.293111,2.71453,16.864641,NOT_AVAILABLE,1,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6834031181166433
Gaia DR3 70428019025004416,70428019025004416,57.75449761089116,26.676217870714378,11.698775739781537,13.361529343402871,87.97263454999754,1.164879,14.675179,2.3469305,71.188324,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3567.6167,4.8366,-0.3209,86.8925,0.6264,0.4206,0.2493,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.687272605137214
Gaia DR3 68012529415816832,68012529415816832,53.758961227708156,23.709557833830917,19.724531564008167,51.47695940146935,-62.84685159503227,1.2167352,16.295265,4.5014353,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,2642.5142,4.7165,0.7555,50.5052,0.0012,7.0E-4,6.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.6909549965286153
Gaia DR3 67696694700442624,67696694700442624,54.13100332615401,22.782286636889808,25.792730125826846,169.54245696260466,-44.491059117659745,1.2102064,12.968981,2.7551765,31.833488,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.705713157646066
Gaia DR3 70974545020346240,70974545020346240,55.24073986384156,26.561337924591445,10.562338665271186,872.4843319238057,-249.847076655486,1.0808382,20.025019,2.702217,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.70581786559609
Gaia DR3 65360679167740928,65360679167740928,59.11846919156453,22.67574805693701,22.588544578979928,175.87430714731903,-235.2217629644353,1.0310487,19.901438,1.6156025,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.711266141497332
Gaia DR3 65360679169452032,65360679169452032,59.1205547610188,22.67336932265094,21.34379161585563,176.62429117206872,-231.56935133437833,1.0099373,7.680655,0.84563494,39.54628,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5563.431,4.288,-0.1556,46.7336,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.7141938129730563
