designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 53159295557464960,53159295557464960,60.723451221708444,22.136339011135224,13.350017839377497,47.000773139567265,-53.823409882690896,0.9830536,8.712178,0.75352764,18.978539,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5903.714,4.3557,0.0252,74.5912,0.0013,0.0011,6.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.2583501725255966
Gaia DR3 58491617711903232,58491617711903232,53.13796633974593,21.418921741966436,15.2832094002268,5.0086962243733435,25.653181397137622,1.0502378,20.268143,2.857977,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.259210810302318
Gaia DR3 166650645257957504,166650645257957504,59.23417094801999,27.754618068708904,20.532777576596583,-224.84645843945125,-62.33683563119777,1.1548785,15.826151,3.0249977,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3106.3027,5.1558,-0.5755,47.0481,5.0E-4,3.0E-4,2.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.260593499127657
Gaia DR3 53159295557465088,53159295557465088,60.7268694886378,22.13422952352912,12.970107563014327,48.16276659022415,-55.86120654683854,2.3946016,10.190206,1.0816994,16.54837,NOT_AVAILABLE,1,true,true,true,false,false,true,true,4970.4956,4.498,0.0129,77.5283,0.0104,0.0083,0.0044,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.262144451978801
Gaia DR3 70923314653969408,70923314653969408,57.666396954789,28.344376076162266,14.714168556811863,41.713734444273264,-66.33665746348647,1.1432447,12.478961,1.8776178,-18.495335,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.2633725686733035
Gaia DR3 166918475121503104,166918475121503104,58.40777952346411,28.148064883355293,10.189925700593855,100.76071437724923,-10.991588424259287,0.85582346,7.6593266,1.0192432,19.164326,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.2692018003678305
Gaia DR3 69116748327393536,69116748327393536,52.04108673172127,24.95825072680058,17.56103753149892,-30.808507887101754,-21.72939882598949,1.2591625,11.944057,1.8840704,-22.76465,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.270976546425468
Gaia DR3 69116748327393664,69116748327393664,52.03935048010311,24.958133531531082,17.487162315371464,-28.285090311035905,-26.81496889760038,1.2211262,14.012529,2.547326,-25.24386,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.272509343257769
Gaia DR3 63126196662620416,63126196662620416,55.84669517197853,19.971163897614996,48.17731638628854,75.52925494088046,161.81394929017478,0.96272284,15.617215,0.50059223,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.273375596755412
Gaia DR3 163267138742006912,163267138742006912,60.783910736517896,26.267793818833105,27.64616713283632,461.1911094194169,-470.4373201546347,1.1581764,17.460028,4.6435757,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.277043646871434
Gaia DR3 71797662617360256,71797662617360256,55.46342072983841,28.325643451010755,15.089203614487893,-21.628700038188228,-27.751635468929685,0.9331742,17.943459,0.43794823,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.2839124330117215
Gaia DR3 71351918027773696,71351918027773696,54.155403987156525,27.82440483714549,14.703070109142653,41.447429864144816,-85.09212882029608,1.049829,17.22931,3.5978994,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.2843071958358285
Gaia DR3 57137775301597312,57137775301597312,55.59090813365561,20.00376201626336,14.774252278853739,9.01409717455401,-118.8767688208431,0.97411644,15.482871,2.8188267,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.289620470921621
Gaia DR3 58504120361278976,58504120361278976,53.04820990790203,21.46536603200472,10.280921588313973,18.60386017342559,-42.35657314267245,1.096007,18.76115,3.6084824,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.292645320039416
Gaia DR3 51488965592839296,51488965592839296,59.88047883526461,21.080458232702053,18.36742559401933,73.52371259307591,-28.78155114629863,1.0832876,18.83412,4.319208,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.293592613002938
Gaia DR3 51488278400514304,51488278400514304,59.827149689123736,21.021527216738164,12.70067862565669,175.3070301551266,-120.58534803643366,1.1003822,14.151777,2.2525873,56.73345,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3644.5034,4.8359,-0.3807,79.31,0.6068,0.4124,0.2432,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.3031144217123645
Gaia DR3 163574452239626368,163574452239626368,60.2057728334557,27.057364800467273,22.51996964924653,131.58058818261023,-56.32945414238821,1.0970017,19.45404,3.6682167,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.3033254999324635
Gaia DR3 51363312031762816,51363312031762816,59.2303527066542,20.577839118036245,10.036638471734403,66.34243545055868,-15.868150173348075,1.284196,14.508667,2.5417929,19.958145,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3509.4878,4.6289,-0.2923,99.6468,0.7976,0.5253,0.327,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.31430444450419
Gaia DR3 53789109561985664,53789109561985664,61.221062873730034,23.09472442938047,10.16714268868348,41.59025534030641,-50.5491675240293,1.0493306,12.616005,1.7272348,41.31844,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.3176610291411475
Gaia DR3 51361147368255616,51361147368255616,59.11969660211163,20.50649739627878,13.664463610366257,90.64906210310565,-153.40997440538354,1.143223,15.465094,2.6254425,19.170443,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.319555477224524
Gaia DR3 166735032775177984,166735032775177984,58.68905133449236,28.10528230000957,11.532447347921984,-44.488824545385576,-53.69403376071763,1.0736248,16.19649,2.9376411,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.3295898050891
Gaia DR3 71816560473291392,71816560473291392,55.83649170414941,28.459861798684233,12.362562704711387,-80.65800256249867,-54.587506471553326,0.95247734,11.405629,1.5171728,-1.7619375,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.344870272768651
Gaia DR3 66046808786124032,66046808786124032,61.422394110300374,24.471523526825507,15.38082329272651,40.184857905527295,-38.61533483047339,0.9485791,9.7908945,1.0146608,34.11853,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5190.68,4.5574,0.0143,64.7671,0.0515,0.0416,0.022,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.350751891641064
Gaia DR3 51117468104396544,51117468104396544,57.69262003821027,19.928484280927467,10.681702635132682,17.751379122624485,5.485083206887794,1.8749914,20.063314,2.1073895,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.356066426119982
Gaia DR3 70928159376652032,70928159376652032,57.59852845671622,28.45775847233303,10.393244062324435,105.96423909326839,-65.25313615272853,1.1687502,13.826036,2.2315493,37.570946,VARIABLE,0,true,true,false,true,false,true,true,3736.7417,4.7022,0.0674,95.5695,0.6018,0.4103,0.243,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.362000577939557
Gaia DR3 58501272799333632,58501272799333632,52.95699016546659,21.446842411580015,14.09762247705281,-89.65636606288246,-58.3349095083105,1.0656884,15.3918495,2.662424,72.874054,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.369849657292269
Gaia DR3 58497115270993664,58497115270993664,53.00993369703253,21.386042468630446,10.268418799166922,21.486966817673935,-58.047653222900394,1.0879719,15.780514,2.7254725,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3379.8823,4.9322,-0.1965,99.6538,0.7842,0.504,0.3245,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.371014623736048
Gaia DR3 162225351473668864,162225351473668864,61.29740044290724,25.35874142964425,11.8697055795547,272.9110071389372,-10.881593895910669,1.084893,15.649331,2.7593994,32.475964,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.374316711616328
Gaia DR3 117837276785814912,117837276785814912,53.00298155013579,27.076990839449802,12.937223609944342,-86.35183823938704,-22.61562369365551,1.0054916,15.595253,2.935585,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.388957844808729
Gaia DR3 61891994861274496,61891994861274496,52.1107018138691,22.80351955319661,14.162943816805935,0.8327138240854737,-110.19408132190406,1.0895025,5.785825,1.1548786,48.552025,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.391114640974607
Gaia DR3 53134556545870208,53134556545870208,60.73377964699608,21.887530770787873,10.119759962403041,14.911569188970864,-62.3062364899857,0.9172838,8.746449,0.81027985,33.93813,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5767.4263,4.0948,0.103,98.1666,0.0308,0.0258,0.0138,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.394068913790753
Gaia DR3 119350101706291712,119350101706291712,53.33794725409051,27.41443524109644,13.357330258828839,-23.393741178921047,-15.052849997404833,0.7685846,17.117887,3.3381052,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.405513973403739
Gaia DR3 71475475647268736,71475475647268736,55.05770921046282,28.350757221852422,10.000066061888884,42.97941338466626,-28.578830176006242,1.0242394,15.506643,2.6497345,-12.006425,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3442.6294,4.887,-0.1909,101.9086,0.7992,0.5196,0.3288,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.4127139891359075
Gaia DR3 53024154409065600,53024154409065600,60.43596291430132,21.463650499395637,10.579960560766914,18.715945255847185,-74.42170658411383,1.1430141,20.190233,2.5541496,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.414294848305893
Gaia DR3 51475256060135168,51475256060135168,59.76554362184823,20.82103709650696,11.903613713783809,-23.836867995706257,-14.048005074102296,1.0761999,18.002684,3.6948376,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.4164231196584955
Gaia DR3 166737163078935936,166737163078935936,58.749394054365425,28.187797419091304,13.378119126547157,13.43718050354334,-39.956993430574336,6.7706985,7.89221,0.8433633,-18.415142,NOT_AVAILABLE,1,true,true,false,false,false,true,true,5822.047,4.0829,0.2913,72.5736,0.1474,0.1234,0.0656,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.426961783596817
Gaia DR3 71821680074298880,71821680074298880,56.02009387025346,28.5686250558189,11.080683590940959,-68.35887067930328,-18.18580154409272,1.0953302,9.861967,0.8606472,-19.113829,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5715.3223,4.525,-0.0681,89.9595,0.118,0.0986,0.0527,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.427823914045711
Gaia DR3 51442953608252544,51442953608252544,59.45570356032201,20.57565131186897,10.924158364221523,-33.210826978695934,5.4199686889191785,1.1684865,19.13681,3.86932,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.434308644242132
Gaia DR3 52943069723535488,52943069723535488,60.233902856959155,21.166102666191325,11.348893653129407,40.19217129730953,-36.902951502807866,1.1296393,14.657329,2.9387684,23.471338,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.466649320941372
Gaia DR3 51325344520922752,51325344520922752,58.73108996971821,20.14232059517433,14.910260827321952,132.84509439614195,-170.82239225555753,0.9993665,16.135351,3.118493,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.468550010121806
Gaia DR3 117812434694991360,117812434694991360,52.80512143837861,26.989721406418884,23.45200637812675,38.23839404994701,-195.05854364268114,1.2807821,13.952557,3.004613,-44.960796,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.469987659452339
Gaia DR3 166692976455572352,166692976455572352,59.2448010884306,28.005086905804742,17.29738771637302,42.46663484553528,-87.47194323983709,1.152414,15.35773,3.144846,8.661576,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.476547354939208
Gaia DR3 166692976455572224,166692976455572224,59.24683276699596,28.005077162760625,17.34919710515471,43.53877424311673,-88.33883751250036,1.3582745,12.882238,2.3140497,6.5236235,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.477485455717047
Gaia DR3 53032576842030464,53032576842030464,60.66220283019837,21.635702987780803,11.484584213286897,34.84935110171388,-24.093795286727598,1.1811239,15.225312,2.903678,47.61198,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3377.571,4.8236,0.0795,88.4549,1.0405,0.6578,0.4376,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.4788264722854105
Gaia DR3 53129574383990528,53129574383990528,60.75779874214309,21.764249479753538,18.2280198380834,-5.129659095519411,26.226904865034115,1.1100142,15.663285,3.0783424,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.479584290485491
Gaia DR3 119360645849381376,119360645849381376,53.52908553259422,27.67044058115294,12.449040596538952,93.89505499805108,-18.081007347042842,0.9597272,16.281307,2.9905195,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.484939451039603
Gaia DR3 162420033753094528,162420033753094528,61.38645506247383,25.489453198528505,12.741803708630858,89.83660104666484,-17.16487718142408,1.0462526,16.970314,3.1944904,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.4864632240333
Gaia DR3 61894674920467072,61894674920467072,51.983243824514254,22.84555032289883,16.17750751392523,148.76002444851784,-110.2427275649664,9.631667,14.666731,2.8490458,18.387222,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.488971003498535
Gaia DR3 71685070052269824,71685070052269824,57.35582565224026,28.63514925476258,10.146636142198277,47.526055684964916,-209.6534575000465,1.0148203,8.300581,1.0702286,50.51013,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5150.8145,3.6441,-0.1652,97.1277,0.2039,0.1645,0.0877,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.500807896849451
Gaia DR3 51123687216700928,51123687216700928,58.075043229813005,19.87023548035032,11.48969020856841,9.32487936238363,-82.83336841153455,10.235232,15.170885,2.8244858,22.170275,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.503219382525937
Gaia DR3 53031889647268224,53031889647268224,60.662633729479076,21.594101456109147,15.905608543543673,106.8786006225033,-56.17911492951812,1.020636,16.508028,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.503345543464569
Gaia DR3 69027275567598720,69027275567598720,51.760581977282,24.85109898438758,21.00905723346026,20.06251942737989,-128.02155316739731,1.2405938,12.585179,2.028614,9.128713,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.506632086517883
Gaia DR3 51100322594626560,51100322594626560,57.88345123687709,19.815531442730947,11.347970015879536,-7.688252376218218,-50.46796670824143,1.0027319,17.87858,3.5471954,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.507671925352148
Gaia DR3 71691357884397696,71691357884397696,57.279546732290626,28.654240050145198,18.61434824648275,48.73580101237965,-103.55184393524902,1.2579534,12.529392,2.0445662,17.474188,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.510782412980732
Gaia DR3 71856490786739712,71856490786739712,55.32561860161449,28.531233266285806,12.870129457385497,-28.294772039606674,-139.14959003709845,0.95815456,11.435355,1.477066,-38.610996,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4556.612,4.6588,0.7033,77.719,0.3193,0.2406,0.1257,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.514087480738318
Gaia DR3 71856490786739840,71856490786739840,55.32047526938786,28.532411992765994,12.230975813299032,-31.425661655155878,-136.89507628405454,20.736307,9.052101,0.8359356,-36.141666,NOT_AVAILABLE,1,false,false,false,false,false,false,true,5696.5527,4.3615,-0.3078,78.639,0.0014,0.0011,6.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.516442723690272
Gaia DR3 63054590968017408,63054590968017408,56.30025386935157,19.673400412417195,35.39859130698322,200.75604963404288,-115.37481836543155,1.120425,14.2054205,-0.036011696,,NOT_AVAILABLE,0,true,true,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.516685816688269
Gaia DR3 71727573048527872,71727573048527872,56.491854587176206,28.692639350279734,16.680963720304227,-36.027182741788636,-25.812099278676406,43.374413,13.124903,2.456687,-2.2696433,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3614.9148,4.3739,-0.0256,89.9293,0.7736,0.5151,0.3167,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.517242734857944
Gaia DR3 63057374106768512,63057374106768512,56.22735309813646,19.677036541360913,15.415418260609897,120.32962182162859,-61.90952983701993,0.8781533,17.493164,3.7329826,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.518537263996026
Gaia DR3 57361010522067584,57361010522067584,54.67336582377615,20.048782453962726,10.70778553977695,0.3075883455745897,3.414617837122047,0.96064854,10.002757,0.87019444,16.85846,VARIABLE,0,true,true,false,true,false,true,true,5693.7046,4.5485,-0.0746,92.884,0.1226,0.1023,0.0547,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.519856443004608
Gaia DR3 52949765574960256,52949765574960256,60.38578173280788,21.2376078855979,10.65333400398777,20.453757461870985,-136.41280688201377,0.993798,18.806667,0.44933128,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.52363835801051
Gaia DR3 71487329756936320,71487329756936320,54.78359036114129,28.38206811010962,18.399355561723635,121.76244316512249,-42.83596071225902,0.8895597,10.35286,1.3679771,31.20523,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4523.493,4.5978,0.3264,54.3209,0.0019,0.0015,8.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.527592227999556
Gaia DR3 62692370606363520,62692370606363520,51.77224644527245,23.45492404224795,12.93325888806162,220.20721783081422,-39.919181376469105,2.911819,14.085262,2.6390724,22.345795,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.5279111836963954
Gaia DR3 69023083679564672,69023083679564672,51.707286559075165,24.6585984176203,23.879266395106995,162.84207202665192,-42.66130216477333,0.9978776,18.718866,3.445097,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.533571877784061
Gaia DR3 61913946436676736,61913946436676736,51.8594883091838,23.052597291103883,12.225642499020683,51.81751607715579,-34.15475521073576,1.254047,10.95897,1.2251654,23.207354,VARIABLE,0,true,true,false,true,false,true,true,4710.573,4.5853,0.1624,81.7692,0.0324,0.0252,0.0132,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.538451115740078
Gaia DR3 69232540645552512,69232540645552512,51.92358464228036,25.68269204959116,20.757628946842477,44.60133993164898,76.58031675532764,1.0932257,15.800287,2.9972315,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3107.2476,5.1366,-0.6184,47.0529,2.0E-4,1.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.549330031548405
Gaia DR3 69228997297025664,69228997297025664,51.90245812465854,25.63420136328831,24.279264153041456,108.1077890744538,-81.67849393143904,1.2505025,12.872594,2.6159725,20.311174,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3110.5278,4.1331,-0.6843,41.1485,0.0072,0.0046,0.0029,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.55248037186537
Gaia DR3 117815183473976832,117815183473976832,52.544085151039226,26.816342958855476,11.231238421109387,148.42770028087202,-29.76438946707625,1.00527,15.343455,2.8812227,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.55494087569615
Gaia DR3 68703293299374080,68703293299374080,51.706815797100184,23.64723843148783,11.178475270751816,39.58685726531628,-40.784938579751035,0.8741077,18.61802,0.6107693,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.557329686396815
Gaia DR3 117815149112769792,117815149112769792,52.53895604967622,26.814077703404344,10.330658015849636,28.505474805118553,-27.434489721211065,1.1490027,17.159687,3.2680922,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.557433098438261
Gaia DR3 117815149114238848,117815149114238848,52.53952867166185,26.814827337507328,10.234536322466475,29.049125597864702,-24.75293058078342,1.0221989,15.860677,2.836482,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3340.9575,4.908,-0.1611,98.9997,0.8683,0.5521,0.361,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.557435588257268
Gaia DR3 57359563116500352,57359563116500352,54.68563761402096,20.001381990626996,12.457754996942594,15.210091564199372,-98.4696273470092,0.98359567,17.750751,0.42804337,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.558750232649172
Gaia DR3 166695239901596288,166695239901596288,59.40877849197316,28.02124477761783,12.26678705694234,4.494402440599536,-0.6074136912794807,1.7142943,20.083063,2.3813133,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.568136603098778
Gaia DR3 53825771402706304,53825771402706304,61.588136973493825,23.424048034943077,23.551841473612797,135.3418422352381,-47.049756010352226,1.3598814,13.104071,2.6220675,37.28841,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.572734312832029
Gaia DR3 51105613994366976,51105613994366976,57.47606158880561,19.666255322651878,13.554543348449512,78.72743020126464,-29.392519190962688,0.99278665,16.987133,3.3687544,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.574872001057387
Gaia DR3 71859961120311808,71859961120311808,55.25699492650648,28.579366679097035,13.737945643731095,143.21160794987637,-157.38451924400454,1.044714,16.55973,3.3158197,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.576923637701275
Gaia DR3 53926273636303360,53926273636303360,61.648841957980636,23.681113794986064,12.214580906278737,-40.63805973839957,-11.944602042954967,0.90582794,9.979594,0.9483757,-16.237976,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5491.907,4.5775,0.0592,81.7106,0.1367,0.1124,0.0597,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.588174575339663
Gaia DR3 51013701693137920,51013701693137920,57.27144675463215,19.621389275900068,25.432546280165717,287.95592568256086,-293.5784048697018,1.3311821,14.4974375,2.9097328,56.096264,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3150.5396,5.0202,-0.1566,39.1074,3.0E-4,2.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.59180398021275
Gaia DR3 61907388023665152,61907388023665152,51.84488011489429,22.89112006316786,15.215364928574633,174.2278321131024,-70.17517612500856,1.102193,17.765213,4.3028946,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.596577662706896
Gaia DR3 163601665151916672,163601665151916672,60.23152726444379,27.463291607928532,13.530053954658127,56.76101437686161,-10.629546630834964,1.0631834,20.200556,2.7681694,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,4.597135130686525
