source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,phot_g_mean_mag,l,b,dist_pc,x_pc,y_pc,z_pc
47322297561027712,64.65025269592638,17.51585330705525,27.013883133112902,64.83592028883993,-61.09386700826641,28.695438,14.369595,177.31370827474183,-22.81316072999157,37.0180027459372,-34.08474039308417,1.5992225807024494,-14.352891233881838
49206035857919232,64.92345261762091,20.649536425405454,18.323596397758674,146.86805751084444,-107.92341986090446,36.814213,14.999049,174.95289730008466,-20.560327170033528,54.574439334535825,-50.90008515297809,4.49534857466266,-19.16618379570613
51995909173956352,63.014669018277324,20.831140302830953,24.37753823790744,136.44179038700435,-40.744858170300105,,14.934368,173.52665643364344,-21.764704871960102,41.0213693540632,-37.85424568550282,4.295107428780487,-15.210551582349057
52548241968465408,64.13999161938219,21.907296831619146,19.675616283441308,104.7359402863169,-38.33915954545091,38.07489,8.929961,173.43348174126115,-20.265133651719008,50.82432924053232,-47.36551628789433,5.452329736888076,-17.603761245015
53825771402706304,61.588136973493825,23.424048034943077,23.551841473612797,135.3418422352381,-47.049756010352226,37.28841,13.104071,170.5296451004138,-20.94120237121875,42.45952492166645,-39.11451251316693,6.5247216105456145,-15.175446462486722
56413781254974080,53.53534931054166,17.83144865206094,23.85926549379988,94.3822545931632,-310.4483270704404,10.969899,5.914572,168.8098424069034,-30.193354800971708,41.91243859790496,-35.5375932871929,7.030289097155044,-21.07859121923565
56447037184877824,54.39205181371235,17.84999849974355,25.775210655900942,170.3039669922194,-28.090225505997005,,12.079176,169.4895461022107,-29.62919034831122,38.796967107272174,-33.15816530394955,6.151760588198008,-19.180630126880835
57833147687987200,51.18212379040072,19.882213902294684,20.83946659943264,461.7252108125269,-240.45976421020592,40.754936,13.0851145,165.3105834528823,-30.101317454943526,47.9858731138169,-40.15757550740612,10.527214823304394,-24.06638518611201
3239798461074336640,75.85875531463162,5.0962911610083115,20.74418503381639,-181.64207782656274,-188.67754325008354,-63.545547,11.678344,195.1132884279596,-21.220240366467156,48.206280380252956,-43.38340469302271,-11.716535942225477,-17.448451245182607
3289272807831105152,71.37065538426153,7.823100930863792,18.82951568482805,45.046884003875306,47.148857787287696,83.457985,13.67512,190.018153610307,-23.48298529156864,53.108110518517144,-47.96692351606012,-8.473534046094702,-21.16234561718392
3294091211380706432,70.88270138466457,11.166800947966124,23.422134762685143,97.90466811498428,21.544292884574894,23.622131,9.898149,186.74457292296037,-21.967722807274313,42.69465657729649,-39.32078749617662,-4.6501452766246825,-15.971396928261838
3295878703753707136,70.51932185018352,11.920418604725192,19.05581215640476,85.2357917477733,-10.895514026772968,40.890667,12.453204,185.8611258539803,-21.81697116378876,52.47742745322428,-48.46408734165418,-4.975045406014743,-19.50286013529871
3295883999449691264,70.37030475207318,12.00928091435981,21.155813513954378,94.86966963825614,-13.994043401935036,41.528168,12.0128565,185.69140600853632,-21.882799022820482,47.26833120080208,-43.646339866052095,-4.349872094084044,-17.617342693235553
3296914825961790848,62.612359657020235,6.481282460012758,18.82647560566863,-97.94866617352838,-32.96671338601121,-42.52587,13.313228,185.5276351671724,-31.323040755714807,53.11668635944272,-45.163920976397215,-4.370777628260962,-27.613382892529653
3301922551670040064,60.93859036585157,9.502090093083183,20.561930347227552,-62.51380170412277,-55.5485584372054,26.80619,10.689714,181.56392057560618,-30.741850079281722,48.63356616392945,-41.78396480811519,-1.1408001866304274,-24.86006069320183
3310702770492165120,64.83451345915711,14.316347980068391,20.850920231259277,107.93602845660209,-17.7577790655432,38.881653,11.98053,180.11401775112665,-24.737268782306728,47.95951396431992,-43.5584794290914,-0.08668084220141387,-20.069039238359505
3311464182294287104,64.48201074130418,14.54618936034991,19.120170179601246,101.52842316746491,-16.23276630942371,,13.750528,179.67921595455473,-24.853740272726775,52.30078972136299,-47.45613802492742,0.26569724907096887,-21.982196755763567
3312575685471393664,68.64759095859309,15.504503855092008,21.668969928652356,100.96281435030956,-26.81401752868006,40.2372,7.782416,181.60824788300994,-21.118590121330854,46.14894031846544,-43.032466543419524,-1.2082051267019636,-16.627439853404255
3392181976588782336,76.56591488391379,14.80805116701474,25.922298388522197,-1.9325243521995183,-81.47283894972986,,14.098627,186.93211413260565,-15.343408949759073,38.57682621394317,-36.92988997603211,-4.490011389694714,-10.207572915210937
3392465719308521472,74.26652053942051,14.191226821990712,18.772939083127913,-132.87422981463445,-54.38107810715174,38.612938,10.411718,186.14479835022772,-17.52652317951862,53.268164114949116,-50.50348878694948,-5.437207893591369,-16.04156160869286
3394397733037714816,79.03668553481987,16.941713153696508,19.59414089073632,-148.46733921987624,-159.4995746008247,-44.50286,10.123555,186.47301500395722,-12.181006548064328,51.03566446604342,-49.568617855156404,-5.623983156986619,-10.768564661549284
3394827779522739840,77.69114388430343,17.08585527271079,22.154937094733505,2.5409673384128393,-213.52609771042614,131.15843,14.268027,185.61499825195776,-13.168689227411981,45.13666618524103,-43.73885326014362,-4.300191901120119,-10.282981057020676
3395325377254075648,79.44878829774193,18.11451732909194,23.441289277036912,-48.047806971434156,-58.38264372878464,-52.04637,13.615596,185.69785480011024,-11.204426393696307,42.6597696134231,-41.639928265284254,-4.15464282217046,-8.289225570130528
3405220088550711808,72.70264989906698,16.210334231183076,19.91869848970651,83.07237683042602,-26.247793600421137,33.605537,7.168073,183.50153960893527,-17.579714926870988,50.204083390125874,-47.770089170103454,-2.9230322642908844,-15.163259943197955
3408317000489415296,74.86536714653856,19.343588063583397,21.34739380756155,79.55236167594681,-41.0958489962472,41.280724,14.241144,182.1276791065098,-14.071046342349737,46.8441257520525,-45.407241224915246,-1.6869736895561507,-11.388971928458295
3409167094776800384,75.8175268442514,21.398347056653726,48.52416283193269,102.35874823243674,-135.31933361327165,,9.962639,180.95469523504985,-12.143955536279233,20.60828959509471,-20.144323324860018,-0.33568736982891345,-4.335337565695078
3409571199660856576,70.08255122448345,18.388632907038904,20.642373106454812,489.73541035740715,-226.01862311441994,63.374077,13.784972,180.09002193996733,-18.262172642109032,48.44404249661115,-46.003983904749965,-0.07228056447314397,-15.180694774119276
3412215422045681024,75.21071090233028,21.994810751534548,18.110214949550503,-39.92052863496065,-57.34706611489632,65.66135,13.22674,180.1219017179524,-12.249192912417957,55.217456158620585,-53.96025867772728,-0.11480528260611213,-11.715151207262744
3413174741644826112,73.27041649189599,22.234576125318625,37.83675333064829,146.82772172241465,-133.02521643512415,26.243473,8.4831295,178.82190346514864,-13.546465569100496,26.429328945356055,-25.688641157576114,0.5282756442768395,-6.190643651736532
3413754360367271168,78.57199483151444,19.8819299193094,31.43293853934848,245.0748509158605,-225.90338256635403,43.921463,9.069479,183.73237246985803,-10.904594466666053,31.81376118393057,-31.17305881645068,-2.033558559717376,-6.018342319814809
3418863344225339520,77.69969023699767,24.169074679616227,47.42592653848912,-27.339642669206274,-212.62806180312836,30.443567,13.23966,179.68937036739092,-9.12052548492637,21.08551319895537,-20.818624891384136,0.11286948562344688,-3.342302346344059
12070649105187840,55.646230621895214,9.712190897167272,18.96309769301387,163.2072141850959,-36.48351077263996,3.6814697,11.857552,177.29551089665108,-34.531927205986996,52.73400032993589,-43.394432549369014,2.0498370023777475,-29.89307917862636
16439043160641152,52.011057489437434,11.653144518294766,26.82502866106807,-29.34492080357147,-35.212737797548705,-13.141182,11.551069,172.54177319030654,-35.72097576693649,37.278618138116975,-30.00933338194837,3.9285474083758536,-21.764691486873108
36429264066581760,55.65996814557393,11.079617579898219,32.093356979927954,-62.99945592975018,-238.28750417513382,-20.769726,14.985497,176.10195021580716,-33.58728274434899,31.15909627732078,-25.89685088822352,1.764584613585102,-17.237419645467856
39925023848663040,57.13770119294716,15.201617990663213,30.277144620560446,98.99343507538515,-86.656444042219,-43.22083,9.15042,173.78592857767757,-29.69163118241726,33.02821360905101,-28.523156219483532,3.1056942918860786,-16.359924096687806
40215982113230080,59.78600172530721,15.755782264242978,19.179199263752555,-3.19978995942283,-244.9902916191849,23.660046,14.455729,175.33374127440683,-27.461429260696544,52.13982013784774,-46.11143597982733,3.763713047159346,-24.04435027161352
42830620763418752,56.88671265353354,15.05685342602219,18.620520990709224,54.10493202016323,-70.20021911188881,44.793583,14.037052,173.70981029996798,-29.966040249013076,53.70419015122904,-46.24500660726584,5.097481738421782,-26.824523921586408
49005581144118784,64.74209416547012,19.90653885437164,21.446669126443478,112.85124254263434,-36.53771534966924,38.421387,8.424586,175.42914649618686,-21.179164435296116,46.627287160737346,-43.33957913777218,3.4648309827725385,-16.845763099113785
49295199378608000,64.36204619335743,20.55460215644835,34.85878918491827,-40.677255630106906,-60.18463465221037,14.241427,9.159104,174.65574032892494,-21.016382725445606,28.68716967463265,-26.66243310048515,2.4941739899726816,-10.288219535520255
53257461329357312,59.80982758359457,22.04366150395205,24.752973890116653,148.28273562239235,-43.95870586922587,33.992,12.068779,170.34610110780514,-23.078112264085608,40.399186151902306,-36.63977266614174,6.232612872896064,-15.835903431320796
54749017571996032,52.723287174379585,16.465329175607774,28.069509273173118,-128.9468430409523,-69.23129365515204,6.566243,8.992449,169.2075885340064,-31.72699158687087,35.62584547766677,-29.766062013978033,5.674094288571283,-18.73464897410695
61557468448004224,53.005460053224425,21.988275589049934,20.531398914944376,62.57404020244725,29.896544189395396,11.226068,13.806926,165.25746750186647,-27.393379446322992,48.70588721902047,-41.82078090323262,11.004664526620076,-22.409442052231135
62549296656082944,50.95537288253656,22.70471821720343,19.857892277559518,30.522070973304,-196.9170848103853,10.868056,14.353294,163.08826533094853,-28.04233777158341,50.35781169636284,-42.52372384959406,12.929208883745325,-23.67440952696146
